DAY,HOUR,DUQ,DUQ per Customer
9/20/2013,1400,2089.3,3.5811
9/20/2013,1500,2123.8,3.6402
9/20/2013,1600,2149.2,3.6837
9/20/2013,1700,2142.9,3.6729
9/20/2013,1800,2129.3,3.6496
9/20/2013,1900,2052.1,3.5173
9/20/2013,2000,2000.5,3.4288
9/20/2013,2100,1997.1,3.4230
9/20/2013,2200,1911.5,3.2762
9/20/2013,2300,1801.5,3.0877
9/20/2013,2400,1702.9,2.9187
9/21/2013,100,1605.6,2.7519
9/21/2013,200,1533.3,2.6280
9/21/2013,300,1473.3,2.5251
9/21/2013,400,1445.9,2.4782
9/21/2013,500,1433.5,2.4569
9/21/2013,600,1462.8,2.5071
9/21/2013,700,1499,2.5692
9/21/2013,800,1536.4,2.6332
9/21/2013,900,1604.8,2.7505
9/21/2013,1000,1699.1,2.9121
9/21/2013,1100,1749.2,2.9979
9/21/2013,1200,1759.8,3.0161
9/21/2013,1300,1723.2,2.9534
9/21/2013,1400,1694,2.9033
9/21/2013,1500,1653.3,2.8335
9/21/2013,1600,1623.7,2.7828
9/21/2013,1700,1623.5,2.7824
9/21/2013,1800,1616.2,2.7699
9/21/2013,1900,1612.8,2.7641
9/21/2013,2000,1632.6,2.7980
9/21/2013,2100,1639.4,2.8097
9/21/2013,2200,1596.5,2.7361
9/21/2013,2300,1527.5,2.6179
9/21/2013,2400,1433.9,2.4574
9/22/2013,100,1362.5,2.3351
9/22/2013,200,1315.8,2.2550
9/22/2013,300,1260.6,2.1604
9/22/2013,400,1238.7,2.1229
9/22/2013,500,1226.6,2.1021
9/22/2013,600,1241.3,2.1273
9/22/2013,700,1275.2,2.1854
9/22/2013,800,1294.3,2.2181
9/22/2013,900,1325.7,2.2719
9/22/2013,1000,1389.7,2.3816
9/22/2013,1100,1415.7,2.4262
9/22/2013,1200,1452.5,2.4892
9/22/2013,1300,1473.2,2.5247
9/22/2013,1400,1499,2.5689
9/22/2013,1500,1499.5,2.5697
9/22/2013,1600,1498.3,2.5677
9/22/2013,1700,1501.1,2.5725
9/22/2013,1800,1513.4,2.5935
9/22/2013,1900,1521.7,2.6077
9/22/2013,2000,1565.4,2.6826
9/22/2013,2100,1592.3,2.7287
9/22/2013,2200,1542.3,2.6430
9/22/2013,2300,1475.3,2.5282
9/22/2013,2400,1388.4,2.3793
9/23/2013,100,1313.2,2.2504
9/23/2013,200,1272.4,2.1805
9/23/2013,300,1257.9,2.1556
9/23/2013,400,1242.6,2.1294
9/23/2013,500,1244.7,2.1330
9/23/2013,600,1317,2.2569
9/23/2013,700,1444.1,2.4747
9/23/2013,800,1543.7,2.6453
9/23/2013,900,1582.3,2.7115
9/23/2013,1000,1622.4,2.7802
9/23/2013,1100,1659.3,2.8434
9/23/2013,1200,1677.4,2.8744
9/23/2013,1300,1684.7,2.8869
9/23/2013,1400,1678.2,2.8757
9/23/2013,1500,1670.8,2.8631
9/23/2013,1600,1660.7,2.8457
9/23/2013,1700,1660.1,2.8447
9/23/2013,1800,1639.8,2.8099
9/23/2013,1900,1638.8,2.8082
9/23/2013,2000,1683.9,2.8855
9/23/2013,2100,1680.7,2.8800
9/23/2013,2200,1612.3,2.7627
9/23/2013,2300,1516.6,2.5988
9/23/2013,2400,1386.1,2.3751
9/24/2013,100,1307.7,2.2408
9/24/2013,200,1272,2.1796
9/24/2013,300,1262.8,2.1638
9/24/2013,400,1249.6,2.1412
9/24/2013,500,1266.8,2.1707
9/24/2013,600,1344.3,2.3035
9/24/2013,700,1483.2,2.5414
9/24/2013,800,1558.1,2.6698
9/24/2013,900,1582.5,2.7116
9/24/2013,1000,1617.8,2.7721
9/24/2013,1100,1640.9,2.8116
9/24/2013,1200,1653.1,2.8325
9/24/2013,1300,1672.7,2.8661
9/24/2013,1400,1693.6,2.9019
9/24/2013,1500,1708.9,2.9281
9/24/2013,1600,1697.7,2.9089
9/24/2013,1700,1713.8,2.9365
9/24/2013,1800,1705,2.9214
9/24/2013,1900,1680.4,2.8792
9/24/2013,2000,1711.5,2.9325
9/24/2013,2100,1702.6,2.9172
9/24/2013,2200,1639.9,2.8098
9/24/2013,2300,1546.5,2.6498
9/24/2013,2400,1432.8,2.4549
9/25/2013,100,1356.2,2.3237
9/25/2013,200,1304.7,2.2354
9/25/2013,300,1289.2,2.2089
9/25/2013,400,1254.4,2.1492
9/25/2013,500,1275.4,2.1852
9/25/2013,600,1348.1,2.3098
9/25/2013,700,1476.2,2.5292
9/25/2013,800,1551.8,2.6588
9/25/2013,900,1599.1,2.7398
9/25/2013,1000,1644.2,2.8171
9/25/2013,1100,1677.2,2.8736
9/25/2013,1200,1707.2,2.9250
9/25/2013,1300,1734.9,2.9724
9/25/2013,1400,1762.7,3.0200
9/25/2013,1500,1772.4,3.0367
9/25/2013,1600,1776.9,3.0444
9/25/2013,1700,1773.2,3.0380
9/25/2013,1800,1749.9,2.9981
9/25/2013,1900,1708.9,2.9278
9/25/2013,2000,1748.1,2.9950
9/25/2013,2100,1735.6,2.9735
9/25/2013,2200,1653.6,2.8330
9/25/2013,2300,1525.7,2.6139
9/25/2013,2400,1424.2,2.4400
9/26/2013,100,1338.9,2.2939
9/26/2013,200,1272.9,2.1808
9/26/2013,300,1255.7,2.1513
9/26/2013,400,1242.5,2.1287
9/26/2013,500,1260.4,2.1593
9/26/2013,600,1329.4,2.2775
9/26/2013,700,1465.3,2.5104
9/26/2013,800,1531.8,2.6243
9/26/2013,900,1589.3,2.7228
9/26/2013,1000,1630.2,2.7928
9/26/2013,1100,1690.7,2.8965
9/26/2013,1200,1716.6,2.9408
9/26/2013,1300,1738.8,2.9789
9/26/2013,1400,1733.1,2.9691
9/26/2013,1500,1775.4,3.0415
9/26/2013,1600,1823.9,3.1246
9/26/2013,1700,1818.6,3.1155
9/26/2013,1800,1787.4,3.0621
9/26/2013,1900,1738.1,2.9776
9/26/2013,2000,1757.2,3.0103
9/26/2013,2100,1745.2,2.9897
9/26/2013,2200,1647.3,2.8220
9/26/2013,2300,1516.3,2.5976
9/26/2013,2400,1413.2,2.4210
9/27/2013,100,1339.3,2.2944
9/27/2013,200,1298.8,2.2250
9/27/2013,300,1290.4,2.2106
9/27/2013,400,1269.2,2.1742
9/27/2013,500,1280,2.1927
9/27/2013,600,1342.7,2.3001
9/27/2013,700,1487.2,2.5477
9/27/2013,800,1546.9,2.6499
9/27/2013,900,1596.4,2.7347
9/27/2013,1000,1659,2.8420
9/27/2013,1100,1699.6,2.9115
9/27/2013,1200,1747,2.9927
9/27/2013,1300,1779,3.0475
9/27/2013,1400,1824.5,3.1254
9/27/2013,1500,1829.5,3.1340
9/27/2013,1600,1815.2,3.1095
9/27/2013,1700,1807.4,3.0961
9/27/2013,1800,1763.1,3.0202
9/27/2013,1900,1704.4,2.9196
9/27/2013,2000,1693.6,2.9011
9/27/2013,2100,1666.5,2.8547
9/27/2013,2200,1601.7,2.7437
9/27/2013,2300,1524.3,2.6111
9/27/2013,2400,1425,2.4410
9/28/2013,100,1323.9,2.2678
9/28/2013,200,1270.7,2.1767
9/28/2013,300,1232,2.1104
9/28/2013,400,1228,2.1035
9/28/2013,500,1221.7,2.0927
9/28/2013,600,1254.5,2.1489
9/28/2013,700,1304,2.2337
9/28/2013,800,1354.1,2.3195
9/28/2013,900,1413.1,2.4205
9/28/2013,1000,1476.8,2.5296
9/28/2013,1100,1529.8,2.6204
9/28/2013,1200,1553.7,2.6613
9/28/2013,1300,1589.8,2.7232
9/28/2013,1400,1599.7,2.7401
9/28/2013,1500,1601.9,2.7439
9/28/2013,1600,1616.8,2.7694
9/28/2013,1700,1593.3,2.7291
9/28/2013,1800,1591.5,2.7260
9/28/2013,1900,1572.6,2.6936
9/28/2013,2000,1613.4,2.7635
9/28/2013,2100,1614.2,2.7649
9/28/2013,2200,1559.1,2.6705
9/28/2013,2300,1472.3,2.5218
9/28/2013,2400,1378.5,2.3611
9/29/2013,100,1320.2,2.2613
9/29/2013,200,1268.3,2.1724
9/29/2013,300,1227.6,2.1026
9/29/2013,400,1199.7,2.0549
9/29/2013,500,1188.3,2.0353
9/29/2013,600,1217.6,2.0855
9/29/2013,700,1262.4,2.1622
9/29/2013,800,1276.4,2.1862
9/29/2013,900,1338.4,2.2924
9/29/2013,1000,1425.8,2.4421
9/29/2013,1100,1480.4,2.5356
9/29/2013,1200,1517.7,2.5995
9/29/2013,1300,1563.9,2.6786
9/29/2013,1400,1579.3,2.7049
9/29/2013,1500,1623.1,2.7799
9/29/2013,1600,1637.2,2.8041
9/29/2013,1700,1634.8,2.8000
9/29/2013,1800,1649.1,2.8244
9/29/2013,1900,1666.6,2.8544
9/29/2013,2000,1717.8,2.9421
9/29/2013,2100,1703.3,2.9172
9/29/2013,2200,1643.5,2.8148
9/29/2013,2300,1558.7,2.6696
9/29/2013,2400,1439.2,2.4649
9/30/2013,100,1375.6,2.3560
9/30/2013,200,1344,2.3018
9/30/2013,300,1327.2,2.2731
9/30/2013,400,1306.2,2.2371
9/30/2013,500,1320.1,2.2609
9/30/2013,600,1383.7,2.3698
9/30/2013,700,1527,2.6152
9/30/2013,800,1634.8,2.7998
9/30/2013,900,1700.3,2.9120
9/30/2013,1000,1751,2.9988
9/30/2013,1100,1796.7,3.0771
9/30/2013,1200,1812.3,3.1038
9/30/2013,1300,1854.6,3.1762
9/30/2013,1400,1867.9,3.1990
9/30/2013,1500,1866.8,3.1971
9/30/2013,1600,1846.5,3.1623
9/30/2013,1700,1831.6,3.1368
9/30/2013,1800,1818.8,3.1148
9/30/2013,1900,1801.2,3.0847
9/30/2013,2000,1859,3.1837
9/30/2013,2100,1814.8,3.1080
9/30/2013,2200,1746.9,2.9917
9/30/2013,2300,1624,2.7812
9/30/2013,2400,1476.5,2.5286
